"","matrix(sp_nm, dim(mySpeciesOcc)[1], 1)","pa","X","Y"
"83191","Hawaii_Creeper",1,-155.3044707,19.78420697
"83221","Hawaii_Creeper",1,-155.3048568,19.81366183
"83242","Hawaii_Creeper",1,-155.3044655,19.79378917
"83251","Hawaii_Creeper",1,-155.3042706,19.78554617
"83302","Hawaii_Creeper",1,-155.3040705,19.7868944
"8332","Hawaii_Creeper",1,-155.3052161,19.87027368
"83341","Hawaii_Creeper",1,-155.3045875,19.83270308
"83372","Hawaii_Creeper",1,-155.3038704,19.78823361
"8340","Hawaii_Creeper",1,-155.303583,19.77488914
"83411","Hawaii_Creeper",1,-155.3045203,19.84326141
"83451","Hawaii_Creeper",1,-155.3036702,19.78957281
"83471","Hawaii_Creeper",1,-155.3036681,19.79141521
"83541","Hawaii_Creeper",1,-155.3039652,19.82132278
"83562","Hawaii_Creeper",1,-155.30347,19.79091201
"83571","Hawaii_Creeper",1,-155.2996938,19.52768736
"83601","Hawaii_Creeper",1,-155.3034175,19.79654818
"83641","Hawaii_Creeper",1,-155.3032698,19.79225122
"83662","Hawaii_Creeper",1,-155.3030558,19.78400845
"83671","Hawaii_Creeper",1,-155.3040171,19.85203719
"83711","Hawaii_Creeper",1,-155.3030698,19.79359945
"83722","Hawaii_Creeper",1,-155.3032943,19.81052107
"83741","Hawaii_Creeper",1,-155.3031499,19.8051313
"83761","Hawaii_Creeper",1,-155.3028557,19.78534766
"83791","Hawaii_Creeper",1,-155.3031366,19.81348535
"83812","Hawaii_Creeper",1,-155.3028926,19.80051966
"8382","Hawaii_Creeper",1,-155.3040318,19.87947369
"83832","Hawaii_Creeper",1,-155.3026555,19.78668686
"83881","Hawaii_Creeper",1,-155.3024554,19.78803509
"8394","Hawaii_Creeper",1,-155.3034769,19.87081096
"83981","Hawaii_Creeper",1,-155.3022552,19.7893743
"8402","Hawaii_Creeper",1,-155.302675,19.83244781
"84031","Hawaii_Creeper",1,-155.302055,19.7907135
"84051","Hawaii_Creeper",1,-155.3028166,19.84359049
"84111","Hawaii_Creeper",1,-155.3018453,19.78807005
"84121","Hawaii_Creeper",1,-155.3018515,19.79181793
"84151","Hawaii_Creeper",1,-155.3016506,19.78381884
"84162","Hawaii_Creeper",1,-155.3021466,19.82160815
"84201","Hawaii_Creeper",1,-155.3016548,19.79340093
"84222","Hawaii_Creeper",1,-155.3016723,19.7966068
"84232","Hawaii_Creeper",1,-155.3018272,19.80803834
"84251","Hawaii_Creeper",1,-155.3014504,19.78515804
"8429","Hawaii_Creeper",1,-155.3022592,19.85258372
"84311","Hawaii_Creeper",1,-155.3012502,19.78649724
"84322","Hawaii_Creeper",1,-155.3013694,19.80075604
"84331","Hawaii_Creeper",1,-155.3014237,19.81050004
"84341","Hawaii_Creeper",1,-155.3013385,19.80524496
"84361","Hawaii_Creeper",1,-155.30105,19.78783645
"84371","Hawaii_Creeper",1,-155.302326,19.87968542
"84431","Hawaii_Creeper",1,-155.3008498,19.78917565
"84442","Hawaii_Creeper",1,-155.3011988,19.81343809
"8449","Hawaii_Creeper",1,-155.3021129,19.88343611
"84521","Hawaii_Creeper",1,-155.3006498,19.79052388
"84541","Hawaii_Creeper",1,-155.301755,19.87122156
"84582","Hawaii_Creeper",1,-155.3004494,19.79185405
"8462","Hawaii_Creeper",1,-155.3016839,19.88215923
"84641","Hawaii_Creeper",1,-155.3002261,19.7836114
"84652","Hawaii_Creeper",1,-155.3012967,19.85798777
"8467","Hawaii_Creeper",1,-155.300549,19.80807288
"8468","Hawaii_Creeper",1,-155.3010312,19.8442096
"84711","Hawaii_Creeper",1,-155.3008453,19.83263399
"84741","Hawaii_Creeper",1,-155.2998812,19.77487357
"84751","Hawaii_Creeper",1,-155.3000258,19.7849506
"8478","Hawaii_Creeper",1,-155.3012452,19.88086442
"84792","Hawaii_Creeper",1,-155.3003755,19.82187484
"84811","Hawaii_Creeper",1,-155.2998256,19.7862898
"8483","Hawaii_Creeper",1,-155.3007389,19.85306395
"84841","Hawaii_Creeper",1,-155.2998417,19.79206056
"84851","Hawaii_Creeper",1,-155.2998976,19.79661159
"84862","Hawaii_Creeper",1,-155.2996893,19.78410599
"84871","Hawaii_Creeper",1,-155.2997161,19.78796199
"84912","Hawaii_Creeper",1,-155.299823,19.80536383
"84961","Hawaii_Creeper",1,-155.2996617,19.80077804
"84981","Hawaii_Creeper",1,-155.2994254,19.78897723
"85001","Hawaii_Creeper",1,-155.3007536,19.88384203
"85012","Hawaii_Creeper",1,-155.2996878,19.81055853
"85062","Hawaii_Creeper",1,-155.2992251,19.79031644
"85081","Hawaii_Creeper",1,-155.2994433,19.81346071
"8509","Hawaii_Creeper",1,-155.3003775,19.87829272
"8517","Hawaii_Creeper",1,-155.2990248,19.79164661
"8518","Hawaii_Creeper",1,-155.3003151,19.88256527
"85221","Hawaii_Creeper",1,-155.2986503,19.77486231
"85242","Hawaii_Creeper",1,-155.2988345,19.79301278
"85251","Hawaii_Creeper",1,-155.2999385,19.87168756
"85281","Hawaii_Creeper",1,-155.2996236,19.85846094
"85352","Hawaii_Creeper",1,-155.299188,19.84479331
"85371","Hawaii_Creeper",1,-155.2989933,19.83259465
"85381","Hawaii_Creeper",1,-155.2988125,19.82202141
"85391","Hawaii_Creeper",1,-155.298325,19.79208008
"85411","Hawaii_Creeper",1,-155.2992204,19.85498913
"8544","Hawaii_Creeper",1,-155.2981199,19.78444227
"8545","Hawaii_Creeper",1,-155.2994474,19.87999356
"8546","Hawaii_Creeper",1,-155.2986698,19.82801999
"85491","Hawaii_Creeper",1,-155.2981715,19.79667897
"85501","Hawaii_Creeper",1,-155.2989538,19.85371014
"85511","Hawaii_Creeper",1,-155.2993848,19.88425709
"85552","Hawaii_Creeper",1,-155.2979002,19.78840982
"85571","Hawaii_Creeper",1,-155.2987181,19.85325258
"85591","Hawaii_Creeper",1,-155.2980882,19.81080491
"8561","Hawaii_Creeper",1,-155.2979926,19.8081329
"8562","Hawaii_Creeper",1,-155.2990088,19.87870777
"85632","Hawaii_Creeper",1,-155.2979314,19.80520756
"85641","Hawaii_Creeper",1,-155.2978486,19.80076525
"8568","Hawaii_Creeper",1,-155.2989462,19.88297129
"85692","Hawaii_Creeper",1,-155.2984764,19.85237967
"8574","Hawaii_Creeper",1,-155.2988305,19.88090465
"85771","Hawaii_Creeper",1,-155.2976463,19.81325807
"85791","Hawaii_Creeper",1,-155.2981044,19.85106592
"8581","Hawaii_Creeper",1,-155.2985171,19.88168538
"85851","Hawaii_Creeper",1,-155.2975116,19.8191572
"85881","Hawaii_Creeper",1,-155.2979789,19.85892468
"85901","Hawaii_Creeper",1,-155.298131,19.87212633
"85911","Hawaii_Creeper",1,-155.297832,19.85535022
"85921","Hawaii_Creeper",1,-155.2977324,19.84976119
"85961","Hawaii_Creeper",1,-155.2980881,19.88039946
"8597","Hawaii_Creeper",1,-155.2977112,19.85491828
"85982","Hawaii_Creeper",1,-155.2967955,19.791883
"85991","Hawaii_Creeper",1,-155.2975645,19.84539224
"8604","Hawaii_Creeper",1,-155.2980159,19.88466311
"86051","Hawaii_Creeper",1,-155.2970578,19.82210723
"86072","Hawaii_Creeper",1,-155.29746,19.85404549
"86082","Hawaii_Creeper",1,-155.2973603,19.84844742
"8610","Hawaii_Creeper",1,-155.2967144,19.8081674
"86111","Hawaii_Creeper",1,-155.2970468,19.83262876
"86121","Hawaii_Creeper",1,-155.2964652,19.79679122
"8617","Hawaii_Creeper",1,-155.2972088,19.8531727
"8623","Hawaii_Creeper",1,-155.297587,19.88338622
"86252","Hawaii_Creeper",1,-155.2966439,19.8192045
"86262","Hawaii_Creeper",1,-155.2961912,19.78833245
"8632","Hawaii_Creeper",1,-155.29723,19.87782761
"86331","Hawaii_Creeper",1,-155.2968463,19.85185882
"86351","Hawaii_Creeper",1,-155.2961401,19.80538413
"86362","Hawaii_Creeper",1,-155.2960571,19.80093279
"8637","Hawaii_Creeper",1,-155.2971562,19.8813146
"86382","Hawaii_Creeper",1,-155.2961226,19.81081214
"8644","Hawaii_Creeper",1,-155.2964744,19.85055408
"86461","Hawaii_Creeper",1,-155.2964433,19.85569325
"86521","Hawaii_Creeper",1,-155.2957558,19.81318305
"86531","Hawaii_Creeper",1,-155.2967192,19.88080546
"86551","Hawaii_Creeper",1,-155.2962961,19.85938891
"8656","Hawaii_Creeper",1,-155.2964861,19.87258105
"8657","Hawaii_Creeper",1,-155.2966566,19.88506899
"8659","Hawaii_Creeper",1,-155.2954362,19.8082019
"86601","Hawaii_Creeper",1,-155.2960714,19.85438851
"86621","Hawaii_Creeper",1,-155.2959816,19.84880838
"86642","Hawaii_Creeper",1,-155.2958861,19.84615443
"86691","Hawaii_Creeper",1,-155.2962806,19.87951966
"8671","Hawaii_Creeper",1,-155.2947285,19.77481334
"8672","Hawaii_Creeper",1,-155.2962181,19.88379222
"86731","Hawaii_Creeper",1,-155.2949579,19.79681059
"86751","Hawaii_Creeper",1,-155.2948683,19.7918897
"86761","Hawaii_Creeper",1,-155.2957582,19.85517826
"8677","Hawaii_Creeper",1,-155.2956993,19.85307475
"86821","Hawaii_Creeper",1,-155.2951497,19.82214081
"86841","Hawaii_Creeper",1,-155.2952157,19.83271555
"8686","Hawaii_Creeper",1,-155.2958611,19.87823361
"86921","Hawaii_Creeper",1,-155.2957794,19.88249739
"8693","Hawaii_Creeper",1,-155.2953274,19.85177001
"86942","Hawaii_Creeper",1,-155.2943779,19.78830155
"86971","Hawaii_Creeper",1,-155.2944253,19.80557777
"87001","Hawaii_Creeper",1,-155.2950547,19.85603626
"87011","Hawaii_Creeper",1,-155.2954145,19.88168929
"87031","Hawaii_Creeper",1,-155.2949553,19.85045624
"87042","Hawaii_Creeper",1,-155.2942283,19.80049569
"8706","Hawaii_Creeper",1,-155.2953504,19.88121146
"87091","Hawaii_Creeper",1,-155.2942548,19.81098969
"87101","Hawaii_Creeper",1,-155.2952877,19.885475
"8715","Hawaii_Creeper",1,-155.2946828,19.85473152
"87162","Hawaii_Creeper",1,-155.294593,19.84915138
"87202","Hawaii_Creeper",1,-155.2939915,19.81325992
"8724","Hawaii_Creeper",1,-155.2946042,19.85988936
"87261","Hawaii_Creeper",1,-155.2947775,19.87325333
"87301","Hawaii_Creeper",1,-155.2943201,19.84677065
"8731","Hawaii_Creeper",1,-155.2948588,19.8841981
"87322","Hawaii_Creeper",1,-155.2943107,19.85341776
"8733","Hawaii_Creeper",1,-155.290704,19.60269064
"87361","Hawaii_Creeper",1,-155.2942897,19.85859292
"8740","Hawaii_Creeper",1,-155.2945018,19.87863948
"87421","Hawaii_Creeper",1,-155.2941079,19.85591298
"87431","Hawaii_Creeper",1,-155.2935875,19.82234153
"87461","Hawaii_Creeper",1,-155.2944201,19.88290326
"8747","Hawaii_Creeper",1,-155.2940385,19.85772012
"87481","Hawaii_Creeper",1,-155.2939388,19.85211302
"87501","Hawaii_Creeper",1,-155.2930359,19.79185904
"87561","Hawaii_Creeper",1,-155.2934226,19.8327928
"87591","Hawaii_Creeper",1,-155.2928604,19.79692784
"87612","Hawaii_Creeper",1,-155.2935668,19.85080827
"87632","Hawaii_Creeper",1,-155.2926531,19.78845012
"87641","Hawaii_Creeper",1,-155.2939912,19.88162636
"87702","Hawaii_Creeper",1,-155.2926533,19.80578115
"8772","Hawaii_Creeper",1,-155.2937251,19.88237938
"87762","Hawaii_Creeper",1,-155.2931948,19.8494945
"87771","Hawaii_Creeper",1,-155.2924644,19.80059059
"8780","Hawaii_Creeper",1,-155.2935526,19.88034055
"87821","Hawaii_Creeper",1,-155.2925444,19.81083103
"87841","Hawaii_Creeper",1,-155.2930741,19.84906255
"8785","Hawaii_Creeper",1,-155.2931523,19.85981774
"8790","Hawaii_Creeper",1,-155.2929321,19.85379675
"87922","Hawaii_Creeper",1,-155.292893,19.85638921
"87932","Hawaii_Creeper",1,-155.2931383,19.87410532
"87941","Hawaii_Creeper",1,-155.2927459,19.84747728
"8798","Hawaii_Creeper",1,-155.293133,19.87904546
"8799","Hawaii_Creeper",1,-155.2927804,19.858513
"88001","Hawaii_Creeper",1,-155.2926809,19.85292395
"88022","Hawaii_Creeper",1,-155.2920379,19.81343854
"88131","Hawaii_Creeper",1,-155.2912613,19.79186374
"8815","Hawaii_Creeper",1,-155.2911386,19.78462222
"88162","Hawaii_Creeper",1,-155.2916696,19.82236617
"88191","Hawaii_Creeper",1,-155.2912768,19.79694816
"88241","Hawaii_Creeper",1,-155.2920364,19.85589449
"88281","Hawaii_Creeper",1,-155.291611,19.83291543
"88291","Hawaii_Creeper",1,-155.2919156,19.85546254
"88311","Hawaii_Creeper",1,-155.2909273,19.78852645
"88351","Hawaii_Creeper",1,-155.292209,19.88316656
"8836","Hawaii_Creeper",1,-155.2916857,19.8494236
"88391","Hawaii_Creeper",1,-155.2917637,19.86016977
"88401","Hawaii_Creeper",1,-155.2916645,19.85458974
"88411","Hawaii_Creeper",1,-155.2909385,19.80597476
"8843","Hawaii_Creeper",1,-155.2907552,19.80050415
"88461","Hawaii_Creeper",1,-155.2907711,19.81094411
"88471","Hawaii_Creeper",1,-155.2913918,19.85886502
"88481","Hawaii_Creeper",1,-155.2912926,19.85328499
"88501","Hawaii_Creeper",1,-155.2912791,19.85699701
"88521","Hawaii_Creeper",1,-155.2913244,19.86081664
"88551","Hawaii_Creeper",1,-155.2912709,19.85842405
"88562","Hawaii_Creeper",1,-155.2911717,19.85284402
"88581","Hawaii_Creeper",1,-155.2910729,19.84795938
"8865","Hawaii_Creeper",1,-155.2911845,19.87432916
"88681","Hawaii_Creeper",1,-155.2902188,19.81368767
"88711","Hawaii_Creeper",1,-155.2906574,19.85624637
"8876","Hawaii_Creeper",1,-155.289422,19.78468034
"88771","Hawaii_Creeper",1,-155.2895906,19.79713234
"88781","Hawaii_Creeper",1,-155.2894909,19.79216641
"8879","Hawaii_Creeper",1,-155.2904324,19.86052104
"88801","Hawaii_Creeper",1,-155.2898292,19.8191295
"88811","Hawaii_Creeper",1,-155.2898733,19.8222086
"8883","Hawaii_Creeper",1,-155.2903115,19.86008007
"8884","Hawaii_Creeper",1,-155.2898523,19.82873848
"88861","Hawaii_Creeper",1,-155.2892205,19.78860251
"88881","Hawaii_Creeper",1,-155.2897797,19.83299314
"88891","Hawaii_Creeper",1,-155.2904883,19.8836764
"88911","Hawaii_Creeper",1,-155.2897093,19.83473708
"8892","Hawaii_Creeper",1,-155.2900605,19.85921629
"88942","Hawaii_Creeper",1,-155.2899134,19.85362784
"88951","Hawaii_Creeper",1,-155.2892027,19.80603314
"88961","Hawaii_Creeper",1,-155.2899396,19.85877532
"89022","Hawaii_Creeper",1,-155.2890451,19.8083562
"89052","Hawaii_Creeper",1,-155.2888946,19.80050994
"89061","Hawaii_Creeper",1,-155.2897029,19.8575772
"89082","Hawaii_Creeper",1,-155.2894874,19.84854872
"89091","Hawaii_Creeper",1,-155.2889294,19.81094064
"89111","Hawaii_Creeper",1,-155.2895937,19.86127239
"89172","Hawaii_Creeper",1,-155.2893166,19.85659776
"89211","Hawaii_Creeper",1,-155.2894058,19.8747765
"89221","Hawaii_Creeper",1,-155.2884259,19.81376485
"8925","Hawaii_Creeper",1,-155.2890343,19.86087317
"89261","Hawaii_Creeper",1,-155.2889445,19.85528398
"89291","Hawaii_Creeper",1,-155.2888238,19.85485203
"8930","Hawaii_Creeper",1,-155.2888632,19.86026124
"8932","Hawaii_Creeper",1,-155.2876965,19.78477468
"89331","Hawaii_Creeper",1,-155.288213,19.82288918
"8936","Hawaii_Creeper",1,-155.2885726,19.85397922
"8939","Hawaii_Creeper",1,-155.2880371,19.81926989
"89411","Hawaii_Creeper",1,-155.2881077,19.82886924
"89481","Hawaii_Creeper",1,-155.2887743,19.88397842
"89491","Hawaii_Creeper",1,-155.2879481,19.83305277
"89551","Hawaii_Creeper",1,-155.287903,19.84921932
"89562","Hawaii_Creeper",1,-155.2872379,19.80609445
"89571","Hawaii_Creeper",1,-155.2872906,19.81111517
"8959","Hawaii_Creeper",1,-155.2879185,19.85694988
"89602","Hawaii_Creeper",1,-155.2879871,19.86173556
"89631","Hawaii_Creeper",1,-155.2878623,19.85769116
"8966","Hawaii_Creeper",1,-155.2877976,19.8565089
"89711","Hawaii_Creeper",1,-155.2875464,19.85563609
"89731","Hawaii_Creeper",1,-155.287769,19.87514073
"8977","Hawaii_Creeper",1,-155.2866711,19.81384153
"89801","Hawaii_Creeper",1,-155.2871746,19.85433133
"89811","Hawaii_Creeper",1,-155.2868836,19.83469205
"8983","Hawaii_Creeper",1,-155.2872351,19.8645449
"8989","Hawaii_Creeper",1,-155.2831608,19.60302124
"89901","Hawaii_Creeper",1,-155.2862867,19.82299516
"89911","Hawaii_Creeper",1,-155.286363,19.82899095
"89951","Hawaii_Creeper",1,-155.286629,19.85822177
"8996","Hawaii_Creeper",1,-155.2870033,19.88430824
"90021","Hawaii_Creeper",1,-155.2861167,19.83312141
"9005","Hawaii_Creeper",1,-155.2863424,19.86219921
"90061","Hawaii_Creeper",1,-155.2861483,19.84999143
"90081","Hawaii_Creeper",1,-155.2855298,19.81076744
"9015","Hawaii_Creeper",1,-155.2842432,19.74933468
"90181","Hawaii_Creeper",1,-155.2859518,19.87557047
"9026","Hawaii_Creeper",1,-155.2846705,19.81407487
"90341","Hawaii_Creeper",1,-155.2849655,19.85870371
"90381","Hawaii_Creeper",1,-155.2846946,19.8504526
"90401","Hawaii_Creeper",1,-155.2842238,19.82288611
"90421","Hawaii_Creeper",1,-155.2842751,19.833145
"9043","Hawaii_Creeper",1,-155.28466,19.86269945
"9046","Hawaii_Creeper",1,-155.2837901,19.80789065
"90481","Hawaii_Creeper",1,-155.2840675,19.83464686
"9057","Hawaii_Creeper",1,-155.284296,19.87593491
"90621","Hawaii_Creeper",1,-155.2825811,19.77463467
"90671","Hawaii_Creeper",1,-155.2832854,19.85136476
"90691","Hawaii_Creeper",1,-155.2836657,19.88524519
"9075","Hawaii_Creeper",1,-155.2814418,19.74954201
"9076","Hawaii_Creeper",1,-155.2826546,19.83461979
"90781","Hawaii_Creeper",1,-155.2825384,19.83316724
"90791","Hawaii_Creeper",1,-155.2829672,19.86314562
"9089","Hawaii_Creeper",1,-155.2825469,19.87645407
"9099","Hawaii_Creeper",1,-155.2825136,19.90875928
"9101","Hawaii_Creeper",1,-155.2820107,19.88567283
"9102","Hawaii_Creeper",1,-155.280041,19.74964114
"9103","Hawaii_Creeper",1,-155.2812419,19.83460174
"91081","Hawaii_Creeper",1,-155.2807921,19.83318054
"9110","Hawaii_Creeper",1,-155.2798428,19.77461541
"9122","Hawaii_Creeper",1,-155.2808125,19.87666595
"9166","Hawaii_Creeper",1,-155.2773654,19.83448872
"9171","Hawaii_Creeper",1,-155.2758385,19.74993847
"9196","Hawaii_Creeper",1,-155.2744377,19.75003756
"92071","Hawaii_Creeper",1,-155.274902,19.83441178
"92811","Hawaii_Creeper",1,-155.2702536,19.77453873
"9287","Hawaii_Creeper",1,-155.2704413,19.80661587
"9763","Hawaii_Creeper",1,-155.2509198,19.83387613
"10029","Hawaii_Creeper",1,-155.2370458,19.74943404
"11753","Hawaii_Creeper",1,-155.319644,19.912303
"11754","Hawaii_Creeper",1,-155.31729,19.913847
"11755","Hawaii_Creeper",1,-155.312581,19.916933
"11756","Hawaii_Creeper",1,-155.311404,19.917705
"11757","Hawaii_Creeper",1,-155.310227,19.918477
"11758","Hawaii_Creeper",1,-155.30905,19.919248
"11759","Hawaii_Creeper",1,-155.307873,19.92002
"11760","Hawaii_Creeper",1,-155.306696,19.920791
"11761","Hawaii_Creeper",1,-155.304342,19.922335
"11762","Hawaii_Creeper",1,-155.30229,19.924166
"11763","Hawaii_Creeper",1,-155.301466,19.925274
"11764","Hawaii_Creeper",1,-155.28828,19.943
"11765","Hawaii_Creeper",1,-155.286631,19.945216
"11766","Hawaii_Creeper",1,-155.285807,19.946324
"11767","Hawaii_Creeper",1,-155.327474,19.902241
"11768","Hawaii_Creeper",1,-155.319954,19.906173
"11769","Hawaii_Creeper",1,-155.318701,19.906828
"11770","Hawaii_Creeper",1,-155.317448,19.907484
"11771","Hawaii_Creeper",1,-155.316195,19.908139
"11772","Hawaii_Creeper",1,-155.314941,19.908794
"11773","Hawaii_Creeper",1,-155.311181,19.91076
"11774","Hawaii_Creeper",1,-155.309928,19.911416
"11775","Hawaii_Creeper",1,-155.307421,19.912726
"11776","Hawaii_Creeper",1,-155.306168,19.913381
"11777","Hawaii_Creeper",1,-155.304914,19.914037
"11778","Hawaii_Creeper",1,-155.303661,19.914692
"11779","Hawaii_Creeper",1,-155.302407,19.915347
"11780","Hawaii_Creeper",1,-155.301154,19.916003
"11781","Hawaii_Creeper",1,-155.299964,19.916735
"11782","Hawaii_Creeper",1,-155.295106,19.92171
"11783","Hawaii_Creeper",1,-155.294134,19.922706
"11784","Hawaii_Creeper",1,-155.293163,19.923701
"11785","Hawaii_Creeper",1,-155.291219,19.925691
"11786","Hawaii_Creeper",1,-155.288304,19.928676
"11787","Hawaii_Creeper",1,-155.287332,19.929671
"11788","Hawaii_Creeper",1,-155.285388,19.931661
"11789","Hawaii_Creeper",1,-155.284416,19.932656
"11790","Hawaii_Creeper",1,-155.282473,19.934646
"11791","Hawaii_Creeper",1,-155.281501,19.935642
"11792","Hawaii_Creeper",1,-155.335175,19.893843
"11793","Hawaii_Creeper",1,-155.328734,19.8968
"11794","Hawaii_Creeper",1,-155.318428,19.901532
"11795","Hawaii_Creeper",1,-155.315852,19.902715
"11796","Hawaii_Creeper",1,-155.313275,19.903898
"11797","Hawaii_Creeper",1,-155.311987,19.904489
"11798","Hawaii_Creeper",1,-155.310698,19.905081
"11799","Hawaii_Creeper",1,-155.280379,19.924831
"11800","Hawaii_Creeper",1,-155.279334,19.925757
"11801","Hawaii_Creeper",1,-155.275154,19.929463
"11802","Hawaii_Creeper",1,-155.324418,19.893971
"11803","Hawaii_Creeper",1,-155.320513,19.895664
"11804","Hawaii_Creeper",1,-155.319211,19.896228
"11805","Hawaii_Creeper",1,-155.282874,19.904016
"11806","Hawaii_Creeper",1,-155.318267,19.886556
"11807","Hawaii_Creeper",1,-155.316913,19.886996
"11808","Hawaii_Creeper",1,-155.315559,19.887437
"11809","Hawaii_Creeper",1,-155.312851,19.888319
"11810","Hawaii_Creeper",1,-155.311497,19.88876
"11811","Hawaii_Creeper",1,-155.310143,19.889201
"11812","Hawaii_Creeper",1,-155.308789,19.889642
"269","Oahu_Amakihi",1,-158.1035249,21.46148757
"2710","Oahu_Amakihi",1,-158.1034697,21.46419757
"3012","Oahu_Amakihi",1,-158.099948,21.41526666
"3110","Oahu_Amakihi",1,-158.0996594,21.45760011
"32","Oahu_Amakihi",1,-158.0991625,21.41748489
"34","Oahu_Amakihi",1,-158.0981282,21.41937655
"36","Oahu_Amakihi",1,-158.0964402,21.42087619
"38","Oahu_Amakihi",1,-158.0945303,21.42235655
"39","Oahu_Amakihi",1,-158.0930139,21.42418232
"41","Oahu_Amakihi",1,-158.0921714,21.42622856
"42","Oahu_Amakihi",1,-158.0907382,21.4301959
"439","Oahu_Amakihi",1,-158.0906177,21.42783728
"45","Oahu_Amakihi",1,-158.0049765,21.59505938
"4610","Oahu_Amakihi",1,-158.0014633,21.59462278
"47","Oahu_Amakihi",1,-157.9981093,21.59492785
"611","Oahu_Amakihi",1,-157.9676066,21.55230895
"642","Oahu_Amakihi",1,-157.9639944,21.55239495
"71","Oahu_Amakihi",1,-157.9572657,21.55210908
"781","Oahu_Amakihi",1,-157.9541646,21.50777802
"812","Oahu_Amakihi",1,-157.9521149,21.50821686
"84","Oahu_Amakihi",1,-157.9499631,21.50806784
"86","Oahu_Amakihi",1,-157.9478341,21.55167943
"87","Oahu_Amakihi",1,-157.9477433,21.50799063
"91","Oahu_Amakihi",1,-157.9441979,21.5083296
"921","Oahu_Amakihi",1,-157.9434949,21.52946463
"93","Oahu_Amakihi",1,-157.9429177,21.5078156
"94","Oahu_Amakihi",1,-157.9412487,21.46628481
"951","Oahu_Amakihi",1,-157.9406242,21.50724096
"961","Oahu_Amakihi",1,-157.9403532,21.50734765
"983","Oahu_Amakihi",1,-157.9376595,21.50738474
"995","Oahu_Amakihi",1,-157.93711,21.53249562
"100","Oahu_Amakihi",1,-157.9371699,21.50833922
"101","Oahu_Amakihi",1,-157.9355762,21.46729674
"104","Oahu_Amakihi",1,-157.9332919,21.50926306
"1052","Oahu_Amakihi",1,-157.9331097,21.50909928
"107","Oahu_Amakihi",1,-157.9331146,21.43156057
"1091","Oahu_Amakihi",1,-157.9309965,21.46799928
"1172","Oahu_Amakihi",1,-157.928804,21.50910785
"1232","Oahu_Amakihi",1,-157.9269623,21.50881597
"1241","Oahu_Amakihi",1,-157.925916,21.4685449
"1252","Oahu_Amakihi",1,-157.9255984,21.43549652
"1262","Oahu_Amakihi",1,-157.9248691,21.53351931
"1292","Oahu_Amakihi",1,-157.9234632,21.43586223
"1311","Oahu_Amakihi",1,-157.9212325,21.46890322
"1322","Oahu_Amakihi",1,-157.9216468,21.39938923
"1331","Oahu_Amakihi",1,-157.9205483,21.50933474
"1341","Oahu_Amakihi",1,-157.9204712,21.50931617
"1351","Oahu_Amakihi",1,-157.9202134,21.43822628
"1361","Oahu_Amakihi",1,-157.9194105,21.43850115
"1382","Oahu_Amakihi",1,-157.9181394,21.50872291
"139","Oahu_Amakihi",1,-157.9173289,21.47082932
"1411","Oahu_Amakihi",1,-157.9163411,21.50908164
"1423","Oahu_Amakihi",1,-157.9148853,21.43978181
"1432","Oahu_Amakihi",1,-157.9145453,21.44007773
"1441","Oahu_Amakihi",1,-157.9141113,21.40090348
"1451","Oahu_Amakihi",1,-157.9135188,21.43015175
"1471","Oahu_Amakihi",1,-157.9126276,21.47097046
"1502","Oahu_Amakihi",1,-157.9103984,21.44237252
"1522","Oahu_Amakihi",1,-157.9086603,21.44254187
"1551","Oahu_Amakihi",1,-157.9080853,21.47309997
"1572","Oahu_Amakihi",1,-157.9068177,21.37762962
"1592","Oahu_Amakihi",1,-157.9054836,21.44410207
"1603","Oahu_Amakihi",1,-157.9055306,21.41062247
"1611","Oahu_Amakihi",1,-157.9052496,21.43278099
"1632","Oahu_Amakihi",1,-157.9027421,21.44552956
"1641","Oahu_Amakihi",1,-157.9023193,21.41303161
"1661","Oahu_Amakihi",1,-157.9010611,21.44709043
"1672","Oahu_Amakihi",1,-157.9008207,21.43409803
"1692","Oahu_Amakihi",1,-157.9000258,21.43458065
"1703","Oahu_Amakihi",1,-157.8991816,21.39916193
"1721","Oahu_Amakihi",1,-157.8979305,21.43607554
"1741","Oahu_Amakihi",1,-157.896666,21.44768486
"1751","Oahu_Amakihi",1,-157.8956145,21.44764179
"1782","Oahu_Amakihi",1,-157.8956971,21.40201182
"1793","Oahu_Amakihi",1,-157.8950301,21.43682431
"1802","Oahu_Amakihi",1,-157.8950794,21.42642656
"1811","Oahu_Amakihi",1,-157.8941705,21.43694511
"1821","Oahu_Amakihi",1,-157.8941792,21.38963429
"1832","Oahu_Amakihi",1,-157.893654,21.41841307
"1851","Oahu_Amakihi",1,-157.8920299,21.42779764
"1861","Oahu_Amakihi",1,-157.8909038,21.40314556
"188","Oahu_Amakihi",1,-157.890487,21.44937852
"1911","Oahu_Amakihi",1,-157.8903415,21.43034307
"1921","Oahu_Amakihi",1,-157.8896019,21.43883006
"1941","Oahu_Amakihi",1,-157.888239,21.43276829
"1962","Oahu_Amakihi",1,-157.8869309,21.43986026
"1971","Oahu_Amakihi",1,-157.8863857,21.45066119
"1982","Oahu_Amakihi",1,-157.8862312,21.40362048
"1991","Oahu_Amakihi",1,-157.8857146,21.43484738
"2022","Oahu_Amakihi",1,-157.8840706,21.44040132
