"","matrix(sp_nm, dim(mySpeciesOcc)[1], 1)","pa","X","Y"
"90723","Iiwi",1,-155.278568,19.53870257
"90733","Iiwi",1,-155.281048,19.71913833
"90764","Iiwi",1,-155.2826546,19.83461979
"90786","Iiwi",1,-155.2825384,19.83316724
"90796","Iiwi",1,-155.2829672,19.86314562
"90804","Iiwi",1,-155.2835519,19.9059282
"90822","Iiwi",1,-155.2804088,19.69221477
"90834","Iiwi",1,-155.2832026,19.89223229
"90863","Iiwi",1,-155.2783067,19.57096659
"90874","Iiwi",1,-155.2830375,19.90734368
"90895","Iiwi",1,-155.2825469,19.87645407
"90902","Iiwi",1,-155.2773631,19.51187589
"90914","Iiwi",1,-155.2786368,19.60322304
"90923","Iiwi",1,-155.2785009,19.59966634
"90933","Iiwi",1,-155.2789505,19.63223728
"90943","Iiwi",1,-155.2774155,19.5387171
"90965","Iiwi",1,-155.2811626,19.8076533
"90973","Iiwi",1,-155.2819559,19.86451327
"90994","Iiwi",1,-155.2825136,19.90875928
"91017","Iiwi",1,-155.2820107,19.88567283
"91024","Iiwi",1,-155.280041,19.74964114
"91033","Iiwi",1,-155.2812419,19.83460174
"91045","Iiwi",1,-155.2790919,19.69215022
"91054","Iiwi",1,-155.2819319,19.89216731
"91073","Iiwi",1,-155.2819992,19.91017475
"91086","Iiwi",1,-155.2807921,19.83318054
"91095","Iiwi",1,-155.2770579,19.57092817
"91106","Iiwi",1,-155.2798428,19.77461541
"91115","Iiwi",1,-155.2773149,19.59936523
"91123","Iiwi",1,-155.2777496,19.63224346
"91143","Iiwi",1,-155.276263,19.53873163
"91162","Iiwi",1,-155.2771224,19.60328735
"91173","Iiwi",1,-155.2814752,19.91159035
"91183","Iiwi",1,-155.2757436,19.51186015
"91203","Iiwi",1,-155.2798537,19.80754358
"91213","Iiwi",1,-155.2806384,19.86450305
"91225","Iiwi",1,-155.2808125,19.87666595
"91234","Iiwi",1,-155.2776446,19.66329503
"91243","Iiwi",1,-155.2786402,19.74974026
"91253","Iiwi",1,-155.2806692,19.89199385
"91264","Iiwi",1,-155.2809607,19.9129968
"91273","Iiwi",1,-155.279829,19.83457465
"91284","Iiwi",1,-155.2777847,19.69208553
"91293","Iiwi",1,-155.2758091,19.57088071
"91301","Iiwi",1,-155.2765391,19.63224975
"91315","Iiwi",1,-155.2760176,19.59927325
"91323","Iiwi",1,-155.2784688,19.77460583
"91332","Iiwi",1,-155.2751199,19.53873701
"91344","Iiwi",1,-155.2804367,19.91441239
"91374","Iiwi",1,-155.2745825,19.50511912
"91404","Iiwi",1,-155.2785352,19.80742494
"91415","Iiwi",1,-155.2756175,19.60335153
"91432","Iiwi",1,-155.2792735,19.86451149
"91444","Iiwi",1,-155.2799223,19.91582787
"91454","Iiwi",1,-155.2741145,19.51183549
"91465","Iiwi",1,-155.2785972,19.8345362
"91473","Iiwi",1,-155.2794063,19.89181134
"91493","Iiwi",1,-155.2772393,19.74983937
"91503","Iiwi",1,-155.2745603,19.57084227
"91515","Iiwi",1,-155.2794078,19.91724334
"91521","Iiwi",1,-155.2753382,19.63225592
"91531","Iiwi",1,-155.2739674,19.53875152
"91542","Iiwi",1,-155.2765088,19.71916895
"91552","Iiwi",1,-155.2746498,19.5995976
"91564","Iiwi",1,-155.2771044,19.77459612
"91573","Iiwi",1,-155.2790538,19.91852129
"91615","Iiwi",1,-155.2772262,19.80730617
"91622","Iiwi",1,-155.2729571,19.50603368
"91641","Iiwi",1,-155.2779084,19.86451089
"91653","Iiwi",1,-155.2741698,19.60341497
"91665","Iiwi",1,-155.2773654,19.83448872
"91673","Iiwi",1,-155.278134,19.89163798
"91684","Iiwi",1,-155.2784407,19.91972127
"91692","Iiwi",1,-155.2751605,19.69194723
"91704","Iiwi",1,-155.2724951,19.51181973
"91715","Iiwi",1,-155.2758385,19.74993847
"91723","Iiwi",1,-155.273302,19.57080395
"91744","Iiwi",1,-155.2741373,19.63226207
"91751","Iiwi",1,-155.2728149,19.53876603
"91762","Iiwi",1,-155.2721185,19.50123036
"91773","Iiwi",1,-155.2778277,19.92092125
"91784","Iiwi",1,-155.2757303,19.77457749
"91802","Iiwi",1,-155.2731503,19.59936364
"91824","Iiwi",1,-155.2759077,19.80718751
"91835","Iiwi",1,-155.2761337,19.83445025
"91842","Iiwi",1,-155.2765529,19.86451015
"91863","Iiwi",1,-155.2768713,19.89146449
"91873","Iiwi",1,-155.2727316,19.60347828
"91913","Iiwi",1,-155.271322,19.50693932
"91923","Iiwi",1,-155.2738437,19.69188264
"91932","Iiwi",1,-155.2716623,19.5387715
"91943","Iiwi",1,-155.2720533,19.57076549
"91964","Iiwi",1,-155.2744377,19.75003756
"91972","Iiwi",1,-155.2727361,19.63226172
"91984","Iiwi",1,-155.2708756,19.51180395
"92012","Iiwi",1,-155.2705293,19.49859501
"92034","Iiwi",1,-155.2743564,19.77456788
"92043","Iiwi",1,-155.2717033,19.59947221
"92052","Iiwi",1,-155.2702994,19.50191251
"92065","Iiwi",1,-155.2745411,19.80704236
"92075","Iiwi",1,-155.274902,19.83441178
"92083","Iiwi",1,-155.2756085,19.89129098
"92115","Iiwi",1,-155.2705098,19.53878599
"92124","Iiwi",1,-155.2759694,19.92452144
"92142","Iiwi",1,-155.2712839,19.6035417
"92153","Iiwi",1,-155.2708044,19.570718
"92204","Iiwi",1,-155.2730369,19.75013664
"92214","Iiwi",1,-155.2713445,19.63227026
"92234","Iiwi",1,-155.2753563,19.92572142
"92242","Iiwi",1,-155.2715274,19.66354408
"92254","Iiwi",1,-155.272992,19.77455813
"92263","Iiwi",1,-155.2692562,19.51178815
"92272","Iiwi",1,-155.270461,19.59991236
"92283","Iiwi",1,-155.2690285,19.49819838
"92293","Iiwi",1,-155.2736702,19.8343733
"92303","Iiwi",1,-155.2731746,19.80690623
"92314","Iiwi",1,-155.2693762,19.53879121
"92322","Iiwi",1,-155.2688088,19.49951976
"92343","Iiwi",1,-155.2742504,19.89111869
"92352","Iiwi",1,-155.2686389,19.4955299
"92371","Iiwi",1,-155.2738228,19.8645089
"92383","Iiwi",1,-155.2695557,19.57067953
"92402","Iiwi",1,-155.2684707,19.50259476
"92415","Iiwi",1,-155.2715009,19.71910605
"92423","Iiwi",1,-155.2698457,19.60360499
"92452","Iiwi",1,-155.2679804,19.48722903
"92463","Iiwi",1,-155.2680543,19.49663909
"92473","Iiwi",1,-155.2699434,19.63227891
"92504","Iiwi",1,-155.2680613,19.50875045
"92523","Iiwi",1,-155.271618,19.7745485
"92534","Iiwi",1,-155.2724481,19.83433468
"92543","Iiwi",1,-155.2682426,19.53879641
"92552","Iiwi",1,-155.2690964,19.59978505
"92573","Iiwi",1,-155.271808,19.80676105
"92583","Iiwi",1,-155.2676271,19.51176343
"92594","Iiwi",1,-155.2735076,19.9293305
"92603","Iiwi",1,-155.2674028,19.49909483
"92622","Iiwi",1,-155.2724674,19.86451716
"92633","Iiwi",1,-155.2699123,19.69168857
"92642","Iiwi",1,-155.2702131,19.71908624
"92652","Iiwi",1,-155.2681165,19.57065248
"92663","Iiwi",1,-155.2670428,19.49512542
"92672","Iiwi",1,-155.2670883,19.50044449
"92683","Iiwi",1,-155.2705469,19.75011405
"92694","Iiwi",1,-155.2669184,19.49645463
"92724","Iiwi",1,-155.2728557,19.93048581
"92762","Iiwi",1,-155.266554,19.49216915
"92772","Iiwi",1,-155.2666514,19.50326784
"92782","Iiwi",1,-155.2671091,19.53880162
"92792","Iiwi",1,-155.2712162,19.83428716
"92802","Iiwi",1,-155.2663815,19.49756322
"92832","Iiwi",1,-155.2664263,19.50966508
"92842","Iiwi",1,-155.2676753,19.5997036
"92863","Iiwi",1,-155.26605,19.49359344
"92874","Iiwi",1,-155.2704413,19.80661587
"92883","Iiwi",1,-155.2722134,19.93165003
"92892","Iiwi",1,-155.2687408,19.69178467
"92922","Iiwi",1,-155.2660076,19.51174761
"92933","Iiwi",1,-155.2689157,19.71905751
"92953","Iiwi",1,-155.2657583,19.50000054
"92973","Iiwi",1,-155.2666677,19.5706165
"92992","Iiwi",1,-155.2654075,19.49601294
"93004","Iiwi",1,-155.2715711,19.93281425
"93014","Iiwi",1,-155.2659755,19.53880681
"93022","Iiwi",1,-155.2677247,19.66363728
"93032","Iiwi",1,-155.2653678,19.50136921
"93072","Iiwi",1,-155.2651979,19.49737934
"93082","Iiwi",1,-155.2650664,19.49203424
"93113","Iiwi",1,-155.264843,19.49309374
"93122","Iiwi",1,-155.2675693,19.69188076
"93133","Iiwi",1,-155.2661984,19.59972218
"93144","Iiwi",1,-155.2709192,19.93397858
"93153","Iiwi",1,-155.2647655,19.49846856
"93162","Iiwi",1,-155.2648323,19.50394994
"93174","Iiwi",1,-155.2690747,19.80647068
"93203","Iiwi",1,-155.2676279,19.71903768
"93215","Iiwi",1,-155.2680666,19.75010034
"93222","Iiwi",1,-155.2643957,19.49448119
"93252","Iiwi",1,-155.2648419,19.538812
"93262","Iiwi",1,-155.2652285,19.57058942
"93272","Iiwi",1,-155.2643882,19.51173177
"93284","Iiwi",1,-155.2703154,19.93516037
"93293","Iiwi",1,-155.2664571,19.66366231
"93303","Iiwi",1,-155.2641044,19.50092441
"93314","Iiwi",1,-155.2655121,19.60379503
"93322","Iiwi",1,-155.2687528,19.83421013
"93334","Iiwi",1,-155.2677631,19.77450712
"93342","Iiwi",1,-155.2657491,19.63225954
"93352","Iiwi",1,-155.2636759,19.48723775
"93362","Iiwi",1,-155.263763,19.49692765
"93394","Iiwi",1,-155.2698747,19.93640329
"93402","Iiwi",1,-155.2636472,19.50229392
"93415","Iiwi",1,-155.2634591,19.49287623
"93433","Iiwi",1,-155.2648725,19.59963048
"93443","Iiwi",1,-155.2677014,19.80652425
"93502","Iiwi",1,-155.2631226,19.49401843
"93512","Iiwi",1,-155.2637082,19.53880815
"93523","Iiwi",1,-155.2631115,19.49938339
"93542","Iiwi",1,-155.2632259,19.51171019
"93552","Iiwi",1,-155.2631559,19.51147624
"93561","Iiwi",1,-155.2630129,19.504623
"93583","Iiwi",1,-155.2627605,19.49537771
"9360","Iiwi",1,-155.2637892,19.5705533
"93617","Iiwi",1,-155.2689934,19.93888912
"93633","Iiwi",1,-155.2665131,19.77449587
"93672","Iiwi",1,-155.2643475,19.63223203
"93693","Iiwi",1,-155.2622378,19.48723767
"93703","Iiwi",1,-155.2624024,19.50181275
"93713","Iiwi",1,-155.2685529,19.94014106
"93723","Iiwi",1,-155.2635279,19.59957513
"93732","Iiwi",1,-155.2620806,19.49785186
"93743","Iiwi",1,-155.2655766,19.75007769
"93762","Iiwi",1,-155.2625746,19.53881332
"93804","Iiwi",1,-155.2620636,19.51169764
"93824","Iiwi",1,-155.2681123,19.94138398
"93841","Iiwi",1,-155.2617866,19.49382741
"93893","Iiwi",1,-155.266261,19.8341515
"93903","Iiwi",1,-155.2678013,19.94234527
"93914","Iiwi",1,-155.2614021,19.49494311
"93923","Iiwi",1,-155.2614284,19.50026245
"93952","Iiwi",1,-155.2623501,19.5705262
"93974","Iiwi",1,-155.2674998,19.94330643
"94011","Iiwi",1,-155.2611063,19.49627447
"94031","Iiwi",1,-155.2607999,19.4872466
"94063","Iiwi",1,-155.261441,19.53881849
"94074","Iiwi",1,-155.2643364,19.75006629
"94082","Iiwi",1,-155.2621545,19.59949303
"94103","Iiwi",1,-155.2609014,19.51168508
"94124","Iiwi",1,-155.2649772,19.80687492
"94162","Iiwi",1,-155.2606144,19.50747991
"94172","Iiwi",1,-155.2604638,19.49870299
"94193","Iiwi",1,-155.265001,19.83414041
"94253","Iiwi",1,-155.2600948,19.49476075
"94272","Iiwi",1,-155.2662651,19.9471334
"94282","Iiwi",1,-155.2609109,19.57049909
"94315","Iiwi",1,-155.2603075,19.53882364
"94322","Iiwi",1,-155.2596816,19.49586778
"94372","Iiwi",1,-155.2630961,19.75005488
"94384","Iiwi",1,-155.2597487,19.5116724
"94403","Iiwi",1,-155.2608554,19.59928355
"94414","Iiwi",1,-155.2594142,19.49718974
"94433","Iiwi",1,-155.2624669,19.71894034
"94443","Iiwi",1,-155.2656527,19.94905585
"94453","Iiwi",1,-155.2636151,19.80704573
"94562","Iiwi",1,-155.2589804,19.5050437
"94612","Iiwi",1,-155.2591739,19.5388288
"94622","Iiwi",1,-155.2584974,19.4956387
"94652","Iiwi",1,-155.2594621,19.57046306
"94673","Iiwi",1,-155.2585865,19.51165982
"94693","Iiwi",1,-155.2618559,19.75004346
"94716","Iiwi",1,-155.2596709,19.59908166
"94772","Iiwi",1,-155.2582599,19.51420181
"94783","Iiwi",1,-155.2610931,19.71890349
"94792","Iiwi",1,-155.257961,19.49679242
"94823","Iiwi",1,-155.2633468,19.88974949
"94843","Iiwi",1,-155.2624714,19.8341093
"94873","Iiwi",1,-155.2615321,19.7744325
"94923","Iiwi",1,-155.258731,19.60411502
"94932","Iiwi",1,-155.2574243,19.51164724
"94942","Iiwi",1,-155.2572598,19.50596836
"95015","Iiwi",1,-155.2580229,19.57043592
"95053","Iiwi",1,-155.2582053,19.59922648
"95063","Iiwi",1,-155.2610334,19.80734938
"95093","Iiwi",1,-155.2564954,19.48725515
"95103","Iiwi",1,-155.2597097,19.71886675
"95113","Iiwi",1,-155.2612113,19.83408915
"95153","Iiwi",1,-155.2602917,19.77442109
"95183","Iiwi",1,-155.2567746,19.53893105
"95192","Iiwi",1,-155.2562621,19.51163465
"95213","Iiwi",1,-155.2575025,19.60418461
"95241","Iiwi",1,-155.2594417,19.74998364
"95283","Iiwi",1,-155.2565837,19.57039975
"95292","Iiwi",1,-155.2569365,19.599134
"95323","Iiwi",1,-155.2598137,19.8074732
"95352","Iiwi",1,-155.2547614,19.45416639
"95432","Iiwi",1,-155.2550574,19.48725501
"95462","Iiwi",1,-155.2555749,19.53897313
"95482","Iiwi",1,-155.2550998,19.51161302
"95541","Iiwi",1,-155.256274,19.60424517
"95622","Iiwi",1,-155.2558195,19.59899445
"95673","Iiwi",1,-155.2551445,19.57037259
"95682","Iiwi",1,-155.2535137,19.45483219
"95692","Iiwi",1,-155.2539433,19.48726889
"95723","Iiwi",1,-155.2578012,19.77438934
"95744","Iiwi",1,-155.2569524,19.71879311
"95802","Iiwi",1,-155.2539375,19.51160042
"95812","Iiwi",1,-155.2538184,19.50781762
"95891","Iiwi",1,-155.2552118,19.63194037
"95921","Iiwi",1,-155.254115,19.5703403
"95982","Iiwi",1,-155.2528291,19.48727373
"96003","Iiwi",1,-155.2522659,19.45548896
"96071","Iiwi",1,-155.2527849,19.51158769
"96103","Iiwi",1,-155.255569,19.71875634
"96133","Iiwi",1,-155.2538265,19.60437516
"96202","Iiwi",1,-155.253095,19.57030789
"96262","Iiwi",1,-155.2517149,19.48727856
"96352","Iiwi",1,-155.2561617,19.83403569
"96363","Iiwi",1,-155.2519758,19.53911739
"96382","Iiwi",1,-155.2513927,19.50046891
"96443","Iiwi",1,-155.2525979,19.60443569
"96452","Iiwi",1,-155.2541856,19.71871956
"96463","Iiwi",1,-155.252075,19.57027547
"96542","Iiwi",1,-155.2506009,19.48729241
"96583","Iiwi",1,-155.2549351,19.80797742
"96614","Iiwi",1,-155.2517624,19.59850331
"96642","Iiwi",1,-155.2503865,19.5096667
"96652","Iiwi",1,-155.2507762,19.53916847
"96694","Iiwi",1,-155.2539646,19.77429324
"96713","Iiwi",1,-155.2510455,19.57024316
"96723","Iiwi",1,-155.2502033,19.51156564
"96742","Iiwi",1,-155.2513694,19.60450524
"96773","Iiwi",1,-155.2528118,19.71869167
"96823","Iiwi",1,-155.2494867,19.48729723
"96832","Iiwi",1,-155.249672,19.50139349
"96944","Iiwi",1,-155.2500255,19.57021073
"96953","Iiwi",1,-155.2495861,19.53921942
"97052","Iiwi",1,-155.2489171,19.51154552
"97123","Iiwi",1,-155.2514284,19.71865487
"97204","Iiwi",1,-155.2490055,19.57017829
"97253","Iiwi",1,-155.2483864,19.53927049
"97341","Iiwi",1,-155.2476311,19.51153441
"97352","Iiwi",1,-155.2489219,19.60463517
"97453","Iiwi",1,-155.247976,19.57014597
"97463","Iiwi",1,-155.250045,19.71861805
"97533","Iiwi",1,-155.2471867,19.53931252
"97552","Iiwi",1,-155.2478822,19.59839823
"97603","Iiwi",1,-155.2461455,19.48741098
"97661","Iiwi",1,-155.2462307,19.5032426
"97671","Iiwi",1,-155.2463356,19.51152342
"97702","Iiwi",1,-155.2469559,19.57010449
"97782","Iiwi",1,-155.2486712,19.7185811
"97801","Iiwi",1,-155.2489146,19.74959238
"97832","Iiwi",1,-155.2467218,19.60473488
"97853","Iiwi",1,-155.2450432,19.48758722
"97904","Iiwi",1,-155.2455776,19.53937769
"97942","Iiwi",1,-155.2459359,19.57007203
"97961","Iiwi",1,-155.2450495,19.51151229
"98062","Iiwi",1,-155.2474974,19.7185326
"98132","Iiwi",1,-155.2439409,19.48776347
"98183","Iiwi",1,-155.2449064,19.57003969
"98322","Iiwi",1,-155.2439779,19.5394337
"98344","Iiwi",1,-155.2419729,19.40555308
"98442","Iiwi",1,-155.2425815,19.48794288
"98543","Iiwi",1,-155.2432956,19.57000554
"98623","Iiwi",1,-155.2434263,19.60488434
"98653","Iiwi",1,-155.2423782,19.5394897
"98873","Iiwi",1,-155.2439667,19.71839621
"98994","Iiwi",1,-155.2407689,19.5395458
"99114","Iiwi",1,-155.2427834,19.7183478
"99393","Iiwi",1,-155.2375082,19.41109048
"99463","Iiwi",1,-155.2391692,19.53960176
"99482","Iiwi",1,-155.2416098,19.71830829
"99651","Iiwi",1,-155.2384631,19.56989398
"99684","Iiwi",1,-155.2360638,19.40082999
"99692","Iiwi",1,-155.2416614,19.80525447
"99763","Iiwi",1,-155.2375695,19.53965772
"99844","Iiwi",1,-155.2406087,19.80503286
"99912","Iiwi",1,-155.2368522,19.56985074
"100012","Iiwi",1,-155.2359603,19.53971378
"100072","Iiwi",1,-155.2338186,19.41415256
"100243","Iiwi",1,-155.2369054,19.71812322
"100263","Iiwi",1,-155.2343606,19.5397697
"100464","Iiwi",1,-155.2316165,19.4411037
"100524","Iiwi",1,-155.232761,19.53983464
"100784","Iiwi",1,-155.2311613,19.53989054
"100933","Iiwi",1,-155.2328405,19.71797521
"101024","Iiwi",1,-155.229866,19.53991557
"101192","Iiwi",1,-155.2314855,19.71792886
"101524","Iiwi",1,-155.2277759,19.57016177
"101642","Iiwi",1,-155.2277956,19.615212
"101762","Iiwi",1,-155.2260088,19.53999928
"101923","Iiwi",1,-155.2257186,19.5702233
"102083","Iiwi",1,-155.2253585,19.6098863
"102113","Iiwi",1,-155.2246899,19.57025405
"102523","Iiwi",1,-155.2215945,19.57035543
"102723","Iiwi",1,-155.2205658,19.57038616
"102781","Iiwi",1,-155.2222489,19.71760106
"103522","Iiwi",1,-155.2178401,19.71741181
"103783","Iiwi",1,-155.2140798,19.57060137
"104391","Iiwi",1,-155.2131473,19.80447215
"105371","Iiwi",1,-155.2037784,19.57052883
"109163","Iiwi",1,-155.172145,19.42513425
"111852","Iiwi",1,-155.1401025,19.36349878
"113232","Iiwi",1,-155.1157384,19.44732482
"113433","Iiwi",1,-155.1103259,19.4367025
"113523","Iiwi",1,-155.1085765,19.43320922
"113752","Iiwi",1,-155.1024025,19.4210328
"123201","Iiwi",1,-156.9064449,21.14561806
"123371","Iiwi",1,-156.9056277,21.13595381
"124581","Iiwi",1,-156.8886286,21.11350846
"124932","Iiwi",1,-156.8830341,21.11099127
"128432","Iiwi",1,-156.6226176,20.93897829
"128592","Iiwi",1,-156.6126791,20.93290686
"128662","Iiwi",1,-156.6102323,20.93022687
"128682","Iiwi",1,-156.6102624,20.8937738
"128702","Iiwi",1,-156.6089201,20.92812259
"128792","Iiwi",1,-156.6055615,20.92537558
"128822","Iiwi",1,-156.6043128,20.92472597
"128952","Iiwi",1,-156.5996278,20.92139135
"128992","Iiwi",1,-156.5978101,20.91965915
"129022","Iiwi",1,-156.5968921,20.91877034
"129314","Iiwi",1,-156.5926146,20.91521555
"13134","Iiwi",1,-156.2857979,20.7234041
"131582","Iiwi",1,-156.2574897,20.81903195
"131621","Iiwi",1,-156.2552766,20.80285436
"131741","Iiwi",1,-156.2527609,20.79969036
"131762","Iiwi",1,-156.2521521,20.81631927
"131772","Iiwi",1,-156.2522582,20.80093721
"131802","Iiwi",1,-156.251903,20.80199682
"131832","Iiwi",1,-156.2512902,20.80349468
"131851","Iiwi",1,-156.2508259,20.80474213
"131913","Iiwi",1,-156.2505037,20.80556754
"131932","Iiwi",1,-156.2501406,20.80652771
"131952","Iiwi",1,-156.2497081,20.80761316
"131972","Iiwi",1,-156.2493144,20.80867215
"132032","Iiwi",1,-156.2483864,20.81113093
"132062","Iiwi",1,-156.2479143,20.81227893
"132112","Iiwi",1,-156.2471977,20.81419942
"132122","Iiwi",1,-156.246834,20.81518665
"132142","Iiwi",1,-156.246411,20.81627224
"132202","Iiwi",1,-156.2452622,20.81925107
"132242","Iiwi",1,-156.2442568,20.82173565
"132262","Iiwi",1,-156.2438626,20.82282169
"132352","Iiwi",1,-156.2418631,20.82768266
"132541","Iiwi",1,-156.2375696,20.76873313
"132561","Iiwi",1,-156.2369302,20.76905687
"132581","Iiwi",1,-156.2364005,20.76968031
"132601","Iiwi",1,-156.2360084,20.77012539
"132621","Iiwi",1,-156.2356744,20.77054433
"132752","Iiwi",1,-156.2321258,20.78038177
"132772","Iiwi",1,-156.2322502,20.77303503
"132782","Iiwi",1,-156.2320086,20.78260075
"132792","Iiwi",1,-156.2319462,20.78338518
"132814","Iiwi",1,-156.231552,20.78394757
"132842","Iiwi",1,-156.2308407,20.78452291
"132872","Iiwi",1,-156.2302981,20.78532666
"132892","Iiwi",1,-156.2301357,20.77896838
"132902","Iiwi",1,-156.2298524,20.77976729
"132912","Iiwi",1,-156.2295095,20.78645145
"132922","Iiwi",1,-156.2294669,20.78089859
"132932","Iiwi",1,-156.2292255,20.78728646
"132952","Iiwi",1,-156.2290379,20.78809594
"132962","Iiwi",1,-156.2289804,20.78230812
"132972","Iiwi",1,-156.2285953,20.78919922
"132982","Iiwi",1,-156.2285858,20.78341218
"132992","Iiwi",1,-156.2281503,20.78466002
"133002","Iiwi",1,-156.228006,20.78992999
"133012","Iiwi",1,-156.2278399,20.79061342
"133032","Iiwi",1,-156.2277772,20.78563803
"133041","Iiwi",1,-156.2275717,20.79162924
"133052","Iiwi",1,-156.2274316,20.78668871
"133062","Iiwi",1,-156.2268606,20.79429001
"133072","Iiwi",1,-156.226947,20.78798993
"133082","Iiwi",1,-156.226862,20.79263792
"133103","Iiwi",1,-156.2266223,20.79367225
"133114","Iiwi",1,-156.2266223,20.78895066
"133122","Iiwi",1,-156.2265125,20.79495244
"133132","Iiwi",1,-156.2264236,20.7966663
"133142","Iiwi",1,-156.2262883,20.79566202
"133152","Iiwi",1,-156.2262083,20.79741213
"133162","Iiwi",1,-156.2262778,20.78993816
"133172","Iiwi",1,-156.2259439,20.79822037
"133182","Iiwi",1,-156.2259539,20.79085377
"133192","Iiwi",1,-156.2256016,20.80013777
"133213","Iiwi",1,-156.2256309,20.79171522
"133222","Iiwi",1,-156.2252451,20.79286455
"133232","Iiwi",1,-156.2248595,20.80186814
"133242","Iiwi",1,-156.2247593,20.79422893
"133262","Iiwi",1,-156.2244547,20.79513581
"133271","Iiwi",1,-156.2239485,20.79656305
"133281","Iiwi",1,-156.223675,20.79734405
"133302","Iiwi",1,-156.2234223,20.79803511
"133312","Iiwi",1,-156.2230073,20.79920201
"133322","Iiwi",1,-156.2227434,20.79998316
"133331","Iiwi",1,-156.2223284,20.80115006
"133342","Iiwi",1,-156.2219142,20.80227183
"133421","Iiwi",1,-156.220522,20.80437081
"133491","Iiwi",1,-156.2200535,20.80635837
"133582","Iiwi",1,-156.217998,20.81058616
"133651","Iiwi",1,-156.2151403,20.81405157
"133672","Iiwi",1,-156.2144677,20.81460036
"133692","Iiwi",1,-156.2136268,20.81542627
"133822","Iiwi",1,-156.2109338,20.81775677
"133972","Iiwi",1,-156.2074961,20.82142021
"134013","Iiwi",1,-156.2080096,20.75753888
"134052","Iiwi",1,-156.2072411,20.75966598
"134092","Iiwi",1,-156.2062442,20.76220463
"134114","Iiwi",1,-156.2057408,20.76347839
"134132","Iiwi",1,-156.2054084,20.76433062
"134152","Iiwi",1,-156.2050568,20.76518254
"134162","Iiwi",1,-156.2051131,20.76003761
"134172","Iiwi",1,-156.204706,20.76598933
"134182","Iiwi",1,-156.2047097,20.76109632
"134192","Iiwi",1,-156.2043139,20.76226349
"134202","Iiwi",1,-156.2041932,20.76725389
"134213","Iiwi",1,-156.2038702,20.76342085
"134222","Iiwi",1,-156.2037376,20.76853745
"134232","Iiwi",1,-156.2034446,20.7646417
"134242","Iiwi",1,-156.2032243,20.76982909
"134252","Iiwi",1,-156.2031526,20.76538625
"134262","Iiwi",1,-156.2026555,20.77152607
"134272","Iiwi",1,-156.2027304,20.76641756
"134282","Iiwi",1,-156.2022845,20.77238669
"134292","Iiwi",1,-156.2023382,20.76738617
"134302","Iiwi",1,-156.2017915,20.77361545
"134313","Iiwi",1,-156.2017677,20.76865882
"134322","Iiwi",1,-156.2012687,20.7748979
"134332","Iiwi",1,-156.2013538,20.76976249
"134342","Iiwi",1,-156.2009111,20.77086568
"134352","Iiwi",1,-156.2007362,20.77618921
"134362","Iiwi",1,-156.2005273,20.77189762
"134372","Iiwi",1,-156.2002522,20.7774452
"134382","Iiwi",1,-156.2001634,20.77289376
"134392","Iiwi",1,-156.1998821,20.77877527
"134401","Iiwi",1,-156.1995784,20.77442797
"134413","Iiwi",1,-156.1993691,20.78004884
"134422","Iiwi",1,-156.1989896,20.78084612
"134432","Iiwi",1,-156.1990738,20.77576487
"134441","Iiwi",1,-156.1985988,20.77705711
"134451","Iiwi",1,-156.1984954,20.78213804
"134462","Iiwi",1,-156.1982164,20.77800781
"134471","Iiwi",1,-156.1980203,20.78343028
"134482","Iiwi",1,-156.1978328,20.77903071
"134491","Iiwi",1,-156.1976689,20.78426412
"134501","Iiwi",1,-156.1974087,20.78016128
"134512","Iiwi",1,-156.1972804,20.78554874
"134522","Iiwi",1,-156.1969648,20.78132763
"134532","Iiwi",1,-156.1967483,20.78681295
"134541","Iiwi",1,-156.1965816,20.78232345
"134552","Iiwi",1,-156.1962453,20.78805959
"134562","Iiwi",1,-156.1961682,20.78340002
"134572","Iiwi",1,-156.1958933,20.7889205
"134582","Iiwi",1,-156.1958454,20.78424335
"134602","Iiwi",1,-156.1953698,20.78556265
"134613","Iiwi",1,-156.1949915,20.79148768
"134622","Iiwi",1,-156.1948958,20.78680073
"134632","Iiwi",1,-156.1945928,20.7927992
"134642","Iiwi",1,-156.1943914,20.78811955
"134661","Iiwi",1,-156.1939774,20.78922319
"134692","Iiwi",1,-156.1933395,20.79620019
"134712","Iiwi",1,-156.193302,20.79096351
"134742","Iiwi",1,-156.192827,20.7922467
"134852","Iiwi",1,-156.1915454,20.79562013
"134872","Iiwi",1,-156.1911611,20.79667008
"134982","Iiwi",1,-156.1907767,20.79772905
"135032","Iiwi",1,-156.1904232,20.79867116
"135062","Iiwi",1,-156.1900099,20.79972966
"135072","Iiwi",1,-156.1897376,20.80043838
"135092","Iiwi",1,-156.1888791,20.80272636
"135102","Iiwi",1,-156.1884347,20.80391072
"135122","Iiwi",1,-156.1874868,20.80635973
"135132","Iiwi",1,-156.1871331,20.80731085
"135142","Iiwi",1,-156.1867794,20.80826198
"135152","Iiwi",1,-156.1865166,20.80897085
"135172","Iiwi",1,-156.1856787,20.8111779
"135192","Iiwi",1,-156.1847605,20.81357319
"135262","Iiwi",1,-156.1785837,20.75230942
"135282","Iiwi",1,-156.1781657,20.75311504
"135292","Iiwi",1,-156.1777759,20.75394821
"135302","Iiwi",1,-156.1774334,20.75481826
